id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
23086723,Beauftiul room with oriel in Neukölln,19588246,Theresa,Neukölln,Reuterstraße,52.48447,13.43437,Private room,25,2,0,,,1,0
23086851,"Cozy Room In The Heart Of Kreuzberg, Top Location.",102863919,Roy,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49287,13.42171,Private room,27,3,1,2018-06-15,0.08,1,0
23087494,Übernachtungsmöglichkeit nähe Botanischer Garten,171237619,Pia,Steglitz - Zehlendorf,Drakestr.,52.44688,13.2998,Private room,42,1,56,2019-06-27,3.29,1,337
23087596,Spacious 1 Room Apartment in Berlin Mitte,171451846,Enila,Mitte,Wedding Zentrum,52.5512,13.37687,Entire home/apt,40,7,12,2018-07-07,0.73,1,0
23087628,Nice apartment with great location,6659601,Nataliia,Mitte,Brunnenstr. Süd,52.53561,13.39677,Entire home/apt,80,2,4,2019-05-08,0.24,1,0
23088539,Nice quiet room near Freie Universität Berlin,128338792,Mirjam,Charlottenburg-Wilm.,Schmargendorf,52.47247,13.29157,Private room,30,2,0,,,1,0
23088570,"Near U2 Ernst-Reuter-Platz, Berlin Charlottenburg.",141099389,Andrea,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51781,13.32442,Private room,38,1,30,2019-07-07,1.80,2,7
23088687,"Rooftop Maisonette, Weissensee/Prenzaluer Berg",6686989,Fiona,Pankow,Weißensee,52.5513,13.45473,Entire home/apt,94,6,1,2019-05-25,0.63,1,60
23089086,Privatzimmer (privat room) in 4er WG (shared flat),5272092,Geronimo,Mitte,Parkviertel,52.55313,13.35081,Private room,15,20,1,2018-02-05,0.06,1,0
23091571,STYLISH LOW COST • BERLIN• MITTE,95886146,Alcyone,Mitte,Brunnenstr. Süd,52.53035,13.38851,Entire home/apt,45,1,139,2019-06-28,8.13,4,128
23096040,Luxury. Design. Bright. Balcony. Spacious 2 rooms.,1107814,Gregor,Mitte,Alexanderplatz,52.51202,13.42301,Entire home/apt,89,4,6,2019-04-28,0.36,1,8
23096185,Bright centrally located apartment,34468522,T,Mitte,Moabit West,52.5312,13.33742,Entire home/apt,50,4,6,2019-06-10,0.39,1,3
23096426,Modern Studio Apartment in Berlin- Charlottenburg,89832295,Heike,Charlottenburg-Wilm.,Westend,52.51196,13.27093,Private room,40,4,29,2019-05-11,1.69,1,3
23097210,Nice comfortable flat in Kreuzberg / Neukölln,19034870,Sane,Neukölln,Neuköllner Mitte/Zentrum,52.48378,13.42889,Entire home/apt,48,6,3,2018-03-05,0.17,1,0
23097750,Schilerkietz and well connected,28546341,Pablo,Neukölln,Schillerpromenade,52.47264,13.42695,Entire home/apt,50,5,3,2018-04-03,0.18,1,0
23097940,Schöne Wohnung im Bergmannkiez,52411447,Arne,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49344,13.39403,Entire home/apt,69,6,0,,,1,0
23098213,big room right in the heart of Neukölln,171399240,Till,Neukölln,Neuköllner Mitte/Zentrum,52.48288,13.43045,Private room,24,1,12,2018-04-01,0.69,1,0
23099106,Moderne 2-Zimmer-Wohnung im Berliner Süden,3585384,Marietta,Treptow - Köpenick,Niederschöneweide,52.45584,13.5126,Entire home/apt,40,7,1,2018-06-21,0.08,1,0
23099579,Beautiful apartment close to the center,21712314,Sowmya,Mitte,Wedding Zentrum,52.54972,13.35511,Entire home/apt,35,20,0,,,1,0
23099767,Lovely room+full use of the flat Prenzlauerberg,146172450,Marco,Pankow,Prenzlauer Berg Südwest,52.53072,13.41726,Private room,29,2,19,2019-04-19,1.17,1,191
23099783,Spacious Room in Renovated Apartment & breakfast,171592903,Margarita,Mitte,Osloer Straße,52.56102,13.37893,Private room,35,2,0,,,1,0
23101055,Beautiful rooftop flat in the heart of Kreuzberg,171606176,Christian,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49892,13.44395,Entire home/apt,120,3,16,2019-01-01,0.96,1,0
23101210,Berlin-Friedrichshain: Design-Wohnung mit Balkon,171608711,Monika,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51855,13.46163,Entire home/apt,100,2,11,2019-06-16,0.78,1,6
23101365,Cozy room (20 m2) in a beautiful flat in Neukölln,12599609,Anaïs,Neukölln,Neuköllner Mitte/Zentrum,52.47532,13.43954,Private room,32,3,12,2019-02-16,0.78,1,0
23102162,Super cosy Berliner apartment with balcony!,126241180,Maurizio,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.52128,13.32485,Private room,40,4,0,,,1,0
23103401,Minimalistic altbau flat in the heart of Berlin,6535268,Miguel,Pankow,Prenzlauer Berg Nordwest,52.54576,13.4126,Entire home/apt,35,4,25,2019-06-23,1.58,2,1
23103602,Cosy and bright room in hip Neukölln,30657939,Caroline,Neukölln,Neuköllner Mitte/Zentrum,52.46838,13.4322,Private room,25,2,1,2018-02-20,0.06,1,172
23105508,Big sunshiny room in a new house near Tier Park,1185192,Phuong & Martin,Lichtenberg,Friedrichsfelde Nord,52.51038,13.52922,Private room,25,3,46,2019-06-30,2.80,2,73
23105625,"underfloor heating, cozy, stylish big apartment",171658887,Made,Pankow,Prenzlauer Berg Süd,52.53166,13.42391,Entire home/apt,75,1,40,2019-06-09,2.50,2,4
23105909,Spacious and bright double room,28242404,Tamás,Mitte,Parkviertel,52.54666,13.345,Private room,18,5,2,2018-03-31,0.12,1,0
23106327,Cool and cosy Neukölln room with balcony,23653299,Florentine,Neukölln,Neuköllner Mitte/Zentrum,52.48065,13.43322,Private room,26,2,2,2018-04-05,0.13,1,0
23106562,Classic Cozy Berliner Room In Prenzlauer Berg,22562959,Lydia,Pankow,Prenzlauer Berg Süd,52.53753,13.42476,Private room,30,2,3,2018-10-06,0.17,1,0
23106926,Neuköllns ziemlich ruhigstes Appartment,171645328,Ayse,Neukölln,Britz,52.45159,13.43993,Entire home/apt,60,5,59,2019-06-24,3.70,2,0
23107238,2 beautiful room apartment  on Xberg canal !,2311539,Noam,Neukölln,Reuterstraße,52.4931,13.4295,Entire home/apt,80,4,0,,,1,0
23112191,gemütliche Unterkunft zentral,117106360,Asil,Lichtenberg,Frankfurter Allee Süd,52.51253,13.47782,Private room,20,1,26,2019-07-04,1.72,1,84
23112340,"Comfortable, central + renovated building in Pberg",11646893,Christian,Pankow,Prenzlauer Berg Süd,52.53165,13.43583,Private room,45,2,3,2019-05-26,0.17,2,156
23115005,"Spiritual, cosy and handmade flat",154028979,Happy,Pankow,Prenzlauer Berg Südwest,52.5384,13.42352,Private room,60,1,89,2019-06-25,5.25,1,61
23115336,Cozy light room Tegel Airport /Wedding,14798453,Paula,Mitte,Parkviertel,52.54541,13.34765,Private room,25,1,10,2018-06-01,0.60,1,0
23116137,private room (double bed) in creative environment,88512580,Akim,Pankow,Prenzlauer Berg Ost,52.53247,13.44424,Private room,25,3,40,2019-06-17,2.40,3,33
23117140,Big cosy room in the heart of Berlin,19885661,Jonathan,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52157,13.44759,Private room,22,60,5,2018-05-27,0.29,1,0
23117197,Beautiful bright apartment next to a canal!,455176,Renan,Neukölln,Reuterstraße,52.49242,13.42734,Entire home/apt,70,3,2,2018-02-06,0.12,3,0
23117755,Cozy Room in the heart of Berlín-Schöneberg!,171777167,Cristóbal,Tempelhof - Schöneberg,Schöneberg-Süd,52.48622,13.35405,Private room,30,5,0,,,1,0
23118042,Green tree owl cave in Steglitz under the roof!,52327150,Tanita,Steglitz - Zehlendorf,Drakestr.,52.44779,13.30092,Private room,20,2,0,,,1,0
23119098,Refurbished old-building flat near Kurfürstendamm,3403667,Charlotte Luise,Charlottenburg-Wilm.,Kurfürstendamm,52.50036,13.31943,Entire home/apt,67,7,0,,,1,0
23120023,Ku Damm Suite,5932898,Holger,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.49468,13.32854,Entire home/apt,55,3,21,2019-07-05,1.35,1,301
23120783,Cozy Flat in Kreuzberg for Plant Lovers,9478237,Marlene,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49674,13.43014,Private room,30,2,7,2019-05-03,0.41,1,0
23123721,Charmante Altbauwohnung am Schloss Charlottenburg,70720198,Alexander,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51763,13.30026,Private room,80,1,1,2018-02-08,0.06,1,0
23123964,"Ruhig & Gemütlich - Student Apartment, Baumschule",167573751,David,Treptow - Köpenick,Baumschulenweg,52.4635,13.48027,Entire home/apt,17,7,0,,,1,5
23124149,Cozy room for 2 in the Heart of Neukölln/Kreuzberg,51402378,Johanna,Neukölln,Reuterstraße,52.4845,13.43459,Private room,25,1,6,2018-03-28,0.37,1,0
23124458,Modern apartment with terrace in P-Berg,171832891,Daniel,Pankow,Prenzlauer Berg Süd,52.53917,13.43009,Entire home/apt,50,10,6,2019-01-02,0.37,1,31
23125134,Cosy Apartment next to the City Centre,120110652,Céline,Tempelhof - Schöneberg,Schöneberg-Süd,52.4826,13.35543,Entire home/apt,58,2,11,2019-06-30,0.75,1,8
23125378,3 BR 1.5 BTHRM open kitchen & A/C Prenzlauer Berg,171841871,Flo,Pankow,Prenzlauer Berg Ost,52.53459,13.44518,Entire home/apt,119,1,136,2019-07-04,7.91,1,54
23125730,Small but cute room right at Tempelhofer Feld,62752126,Maissa,Neukölln,Schillerpromenade,52.47746,13.41921,Private room,18,2,1,2018-02-06,0.06,2,0
23126159,Neukölln artists flat. Big & sunny. Balcony.,20025096,Max,Neukölln,Rixdorf,52.47976,13.43705,Private room,70,3,16,2018-10-21,0.97,1,2
23126353,"Central, cosy and bright flat in Berlin Mitte",171852467,Paulina,Mitte,Brunnenstr. Süd,52.53701,13.39802,Entire home/apt,80,4,17,2019-06-23,1.05,1,0
23126956,private room in Wedding,54079404,Jürgen,Mitte,Osloer Straße,52.55951,13.37303,Private room,25,1,3,2018-02-18,0.18,1,0
23128412,*BIG Apartment in 210 qm LOFT* Tempelhof,171867932,Stefan,Tempelhof - Schöneberg,Tempelhof,52.45798,13.37563,Private room,35,1,37,2019-05-09,2.42,1,69
23134815,Cozy Home,34692810,Eva,Mitte,Osloer Straße,52.55331,13.38903,Entire home/apt,30,2,0,,,1,0
23136016,Spacious Room in Berlin-Neukölln,171811733,Lina,Neukölln,Neuköllner Mitte/Zentrum,52.46528,13.43451,Private room,20,3,2,2018-11-01,0.23,1,0
23136138,Spacious room in Friedrichshain,18671772,Amanda,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51273,13.46774,Private room,30,2,9,2019-01-05,0.53,1,0
23136168,*Nice & cozy 1-room-apartment / Kreuzkölln*,21477955,Julia,Neukölln,Reuterstraße,52.4847,13.42966,Entire home/apt,39,3,2,2018-02-19,0.12,1,0
23137448,Central Apartment with large sunny balcony,59566562,Beverly,Pankow,Prenzlauer Berg Süd,52.53483,13.43071,Entire home/apt,60,2,9,2018-07-26,0.57,1,6
23140639,"Renovated, design apartment in Prenzlauer Berg",19860255,Teresa,Pankow,Prenzlauer Berg Nord,52.54779,13.43365,Private room,48,6,5,2019-01-03,0.29,3,0
23141919,Kleine Wohnung im Wedding,171988699,Ole,Mitte,Osloer Straße,52.56064,13.37579,Entire home/apt,30,1,2,2018-05-08,0.12,1,0
23142725,Cozy room in shared flat in Tempelhof,84981057,Anna,Tempelhof - Schöneberg,Mariendorf,52.44881,13.38314,Private room,15,3,3,2018-06-01,0.18,1,0
23144420,Cosy & stylish flat in Berlin near Friedrichshain,42490374,Joel & Peggy,Lichtenberg,Alt-Lichtenberg,52.51548,13.48537,Entire home/apt,40,2,3,2018-03-02,0.18,1,0
23145235,Spacious apartment in Friedrichshain,8214476,Steven,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51887,13.46833,Entire home/apt,50,5,1,2018-02-11,0.06,1,0
23147721,Berlin-Wedding: Cozy and Comfortable Living Space,21002616,Ali,Mitte,Wedding Zentrum,52.53962,13.35295,Entire home/apt,23,10,1,2018-03-30,0.06,1,0
23153000,Top floor apartment with balcony in Kreuzberg.,140710,James,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50094,13.43294,Entire home/apt,47,2,1,2018-02-19,0.06,1,0
23153853,Cosy retreat with garden in the heart of Berlin,172106212,Janine,Mitte,Brunnenstr. Nord,52.53947,13.39635,Entire home/apt,89,4,22,2018-11-01,1.35,1,42
23155410,New building Kreuzberg/Mitte - Anmeldung possible,5141022,Vera,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50182,13.38388,Entire home/apt,52,120,2,2019-03-09,0.34,2,92
23155493,Amazing Altbauwohnung-Tempelhoferfeld is waitin 4u,172119460,Nadjescha,Tempelhof - Schöneberg,Tempelhof,52.45835,13.3848,Private room,32,1,22,2019-06-26,1.29,1,359
23156137,Gemütliches Zimmer im Friedrichshain am Boxi,17962302,Hannah,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.5141,13.46203,Private room,29,2,1,2018-04-01,0.06,1,0
23157940,Romantic Style Apartment Berlin Checkpoint Charlie,2569632,Catharina,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50709,13.3983,Entire home/apt,130,3,28,2019-06-09,1.77,6,259
23158760,Beautiful and big room with balcony in Neukölln,112840196,Zoe,Neukölln,Rixdorf,52.48131,13.43931,Private room,25,2,0,,,1,0
23158809,Berlin Mitte: Große 2-Raum Wohnung mit Balkon,9137760,Fanny,Mitte,Alexanderplatz,52.52856,13.39505,Entire home/apt,100,3,4,2018-04-08,0.24,1,16
23158851,Beautiful Room in Berlin's historic boulevard,172146006,Rene,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51591,13.4447,Private room,30,3,61,2019-06-12,3.57,1,95
23160946,Kreuzberg - Zimmer im sonnigen Altbau,8807336,Danja,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5023,13.39188,Private room,42,4,0,,,1,0
23164038,Cozy quiet room,5683838,Miho,Mitte,Osloer Straße,52.55593,13.39226,Shared room,15,1,1,2018-02-08,0.06,1,0
23164784,Voll chillig - Kreuzberg WG,15514880,Jesse,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49766,13.38715,Private room,50,2,0,,,1,0
23165840,Neukölln: gemütliche helle Wohnung in Weserkiez,43622961,Finia,Neukölln,Rixdorf,52.47878,13.45062,Entire home/apt,60,4,1,2018-02-21,0.06,2,0
23167271,Nice apartment in the hearth of Kreuzberg,37934677,Edoardo,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50522,13.43479,Entire home/apt,50,2,1,2018-02-26,0.06,1,0
23167598,1-Zimmer Wohnung nähe Ostkreuz,17434221,Bernhard,Lichtenberg,Neu Lichtenberg,52.5031,13.48042,Entire home/apt,39,1,63,2019-06-24,6.22,1,85
23167610,Well located and nice room in shared flat,45347621,Lucie Jo,Tempelhof - Schöneberg,Friedenau,52.47411,13.33677,Private room,20,7,0,,,1,0
23174096,Warm and cozy apartment in Berlin historical house,42813937,Josephine,Mitte,Wedding Zentrum,52.54011,13.35551,Private room,25,2,37,2019-07-06,2.19,2,3
23176288,Cosy & bright room in the heart of Friedrichshain,9478609,Svenja,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51061,13.46387,Private room,29,2,3,2018-07-31,0.17,1,0
23176584,Bright Apartment with rooftop terrace at Mauerpark,102979040,Team Suite030,Pankow,Prenzlauer Berg Südwest,52.54104,13.40851,Entire home/apt,405,28,1,2018-04-28,0.07,17,150
23176688,Schöne Altbauwohnung im Gräfekiez / Kreuzberg,53788404,Stefan,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49343,13.41748,Entire home/apt,39,5,0,,,2,0
23177268,Penthouse with a view,853760,Erik,Pankow,Prenzlauer Berg Südwest,52.53981,13.41722,Entire home/apt,160,3,6,2019-03-19,0.65,1,0
23179183,Cosy Flat Berlin Mitte,19390608,Annemarie,Mitte,Alexanderplatz,52.53373,13.3786,Entire home/apt,79,3,8,2019-03-10,0.60,1,0
23180442,Modern Apt. at Prenzlauer Berg with sunny balcony,172330941,Stephan,Pankow,Prenzlauer Berg Nord,52.54302,13.43238,Entire home/apt,59,2,3,2018-06-19,0.19,1,0
23180498,above the roof of Neukölln,138382060,Rico,Neukölln,Britz,52.45103,13.43841,Private room,25,2,2,2018-05-29,0.12,1,0
23181101,Heart of Berlin: spacious old building apartment,162420180,Moritz,Mitte,Moabit Ost,52.53343,13.34794,Private room,25,4,1,2018-03-20,0.06,2,0
23181187,cozy room in a modern flat in Wedding,132694879,William,Mitte,Wedding Zentrum,52.54725,13.36558,Private room,25,4,2,2018-03-14,0.12,2,0
23181583,Loft Room 2min from Tegel Lake,73475523,Erika,Reinickendorf,West 5,52.5871,13.2788,Private room,44,3,14,2019-06-21,0.90,1,351
23181685,Berlin - Haus zwischen Großstadt und Natur,9647789,Tilo,Treptow - Köpenick,Rahnsdorf/Hessenwinkel,52.42244,13.72167,Entire home/apt,90,14,1,2018-10-03,0.11,1,0
23181917,Kreuzberg Room,3566585,Elena,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49756,13.44748,Private room,19,6,0,,,1,0
23182202,Lovely Flat in the Center of Berlin,7349230,Sam,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50144,13.42919,Entire home/apt,49,7,2,2018-05-04,0.13,1,0
23182625,Nice and simple room in the south of Berlin,33510587,Valeria,Tempelhof - Schöneberg,Mariendorf,52.44745,13.40085,Private room,20,5,16,2018-11-09,1.08,1,0
23192268,Home away from home.,43740406,Sabeel,Mitte,Parkviertel,52.55405,13.33631,Private room,17,1,5,2019-04-08,0.29,1,0
23192916,Beautiful Room in best Location,172452402,Philipp,Pankow,Prenzlauer Berg Süd,52.53057,13.42954,Private room,25,4,2,2018-10-22,0.16,1,0
23193835,"Berlin-Kreuzberg: historisches Gelände, Terrasse",172458650,Eric,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48639,13.38006,Entire home/apt,115,3,0,,,1,0
23194261,Kotti d'Azur,46063154,Bernd,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49831,13.41835,Private room,30,3,23,2019-07-02,1.62,1,0
23194604,Heart of Berlin: charming old building apartment,162420180,Moritz,Mitte,Moabit Ost,52.53487,13.34971,Private room,25,2,0,,,2,0
23196109,Home Away from Home,83876150,Imren,Mitte,Moabit West,52.52651,13.33299,Private room,30,1,5,2019-02-02,0.33,1,361
23196144,"cozy apartment, 30 qm, near city center",62245695,Vincent,Mitte,Moabit West,52.53013,13.32744,Entire home/apt,40,2,18,2019-06-30,1.12,1,0
23196631,1 Room Apartment/Studio Neukölln,172469771,Zeynep,Neukölln,Schillerpromenade,52.46967,13.42854,Entire home/apt,28,4,3,2019-04-21,0.73,1,0
23197228,Apartment Rote Insel,164664378,Dominic,Tempelhof - Schöneberg,Schöneberg-Süd,52.48455,13.36116,Entire home/apt,34,5,8,2019-06-18,0.75,1,7
23197807,Great place in Neukölln,60402567,Carim,Neukölln,Reuterstraße,52.48425,13.43995,Private room,22,3,15,2019-07-10,0.90,1,43
23200051,Cozy flat 2 min walk to Berghain,9605696,Naomi,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51199,13.44637,Entire home/apt,65,5,4,2018-05-15,0.24,1,0
23201065,Dachwohnung nahe Kurfürstendamm,172288392,Monika,Charlottenburg-Wilm.,Kantstraße,52.51057,13.31778,Entire home/apt,31,5,0,,,1,0
23203142,Schöne helle 2-Zimmer Wohnung in Kreuzberg,18302525,Danae,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49654,13.44381,Entire home/apt,90,2,2,2018-07-30,0.17,1,1
23211073,Cosy 2-room-flat in Berlin (Weißensee),172621762,Theresa,Pankow,Weißensee,52.54997,13.45456,Entire home/apt,70,3,12,2019-05-13,0.72,1,13
23212079,Ilse in Neukoelln,172630815,Li-An,Neukölln,Neuköllner Mitte/Zentrum,52.47179,13.43456,Private room,25,6,3,2018-03-25,0.18,1,0
23212745,Modern classical 2 rooms home in Prenzlauerberg,34801484,Daria,Pankow,Prenzlauer Berg Ost,52.52752,13.44779,Entire home/apt,70,3,18,2019-04-18,1.15,1,19
23213126,Stylish high ceiling room*With high bed*KREUZBERG,88020485,Linda,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4937,13.38222,Private room,34,2,9,2018-06-02,0.53,2,0
23214868,Spacious Apartment in Friedrichshain,7572491,Fuad,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.52425,13.45369,Entire home/apt,60,5,5,2019-04-23,0.30,1,5
23216606,Gemütliche 2-Zimmerwhng im Szeneviertel Neukölln,172677546,Jaron,Neukölln,Neuköllner Mitte/Zentrum,52.46411,13.43665,Entire home/apt,35,7,0,,,1,0
23218089,Great Stay,172690444,M,Tempelhof - Schöneberg,Schöneberg-Süd,52.4854,13.33792,Private room,20,1,1,2018-03-04,0.06,1,0
23224814,Cosy room in Berlin’s hippest road,32036386,Marie Louise,Neukölln,Rixdorf,52.48018,13.44745,Private room,30,3,4,2018-05-20,0.24,2,0
23225013,"Gemütliche Altbauwohnung, Gesundbrunnen",172776577,Tom,Mitte,Osloer Straße,52.55232,13.38977,Entire home/apt,40,5,3,2018-03-08,0.18,1,0
23227557,"spacious, cosy room in Kreuzberg-Bergmannkiez",8343261,Paul,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49382,13.3939,Private room,40,3,17,2019-06-24,1.07,1,11
23227777,Bright and Spacious Apartment in Berlin-Neukoelln,172803864,Ivi,Neukölln,Reuterstraße,52.48266,13.44017,Entire home/apt,100,1,2,2019-01-20,0.13,1,0
23228015,Nice room in Neukölln close to Hermannplatz,172807063,Fadi,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48956,13.42195,Private room,30,4,0,,,1,0
23228542,Große Ferienwohnung im Zweifamilienhaus mit Garten,172813406,Petra,Marzahn - Hellersdorf,Kaulsdorf,52.4991,13.57638,Entire home/apt,100,4,16,2019-05-26,1.16,1,74
23228622,Cozy & light private room - Mitte / Wedding,160037121,Jonas,Mitte,Parkviertel,52.54718,13.35134,Private room,25,5,20,2019-07-09,1.22,1,27
23228645,Modern apartment with balcony at Potsdamer Platz,13882255,Corina,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50198,13.38242,Entire home/apt,75,2,0,,,1,0
23229022,Maisonette-Appartment in Kreuzberg with Garden,8089241,Caroline,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50252,13.42942,Entire home/apt,131,3,2,2019-06-02,0.17,1,96
23229247,Apartment Nollendorfplatz,22836525,Jens,Tempelhof - Schöneberg,Schöneberg-Nord,52.4983,13.35695,Entire home/apt,38,7,5,2018-04-30,0.30,1,0
23231880,Spacious room in trendy Neukölln,6631719,Asta,Neukölln,Reuterstraße,52.48515,13.43731,Private room,32,2,11,2019-05-19,0.68,1,1
23235239,Funky Dreamy Cuddle Loft in the heart of Xberg,115153666,Andrea,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50417,13.43706,Private room,50,2,15,2019-07-08,0.99,1,2
23235246,"Berlin-Mitte: zentrale, ruhige, Wohlfühloase",55297064,Svenja,Mitte,Alexanderplatz,52.50933,13.4075,Entire home/apt,70,7,13,2019-05-07,0.89,1,11
23235567,Zimmer in einem 3-WG mit Balkon,172892930,Rached,Neukölln,Britz,52.46107,13.43415,Private room,35,1,0,,,1,0
23241418,Beautiful bright & central apartment in Mitte,37498375,Theresa,Mitte,Moabit West,52.52966,13.31644,Entire home/apt,38,14,1,2018-07-20,0.08,1,0
23241610,Wonderful & quiet apartment with 2 balconies,172960119,Hannes,Neukölln,Britz,52.46096,13.44632,Entire home/apt,59,2,19,2019-04-22,1.14,1,0
23241874,Bohemian style apartment in Wedding,172967041,Dorina,Mitte,Parkviertel,52.54492,13.35059,Entire home/apt,55,2,8,2018-05-22,0.47,1,0
23242812,Bright & central apartment - near Alexanderplatz,172974561,Christian,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.51883,13.42789,Entire home/apt,69,3,51,2019-07-05,3.13,1,41
23244843,Room in a spacious flat in the center of Neukölln,29157243,Lisa,Neukölln,Neuköllner Mitte/Zentrum,52.46612,13.43247,Private room,22,4,6,2018-08-23,0.38,1,0
23245858,Modern apartment in industrial style,172996111,Lesley,Pankow,Prenzlauer Berg Süd,52.53317,13.42366,Entire home/apt,69,2,7,2019-03-31,0.45,1,0
23247865,Berlin-Schöneberg: ideal for 1 or 2 people,173015724,Mateo,Tempelhof - Schöneberg,Schöneberg-Süd,52.48976,13.35878,Private room,10,1,2,2018-02-23,0.12,1,0
23248824,Stylish large house (~100 sqm) + Sauna (up to 6P),23656988,Thomas,Marzahn - Hellersdorf,Mahlsdorf,52.51516,13.6176,Entire home/apt,170,1,22,2019-06-23,1.35,1,323
23249333,"Cozy, bright, quiet bedroom in Berlin-Schöneberg",173027162,Julián,Tempelhof - Schöneberg,Schöneberg-Süd,52.48665,13.3578,Private room,25,2,3,2018-02-25,0.18,1,0
23249494,"Spacious, bright room in the heart of Berlin",24437470,David,Mitte,Alexanderplatz,52.52807,13.39189,Private room,39,3,12,2019-07-06,1.88,1,35
23249795,"Ruhige, zentrale Altbauwohnung • Berlin Kreuzberg",18906666,Stefanie,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4882,13.37572,Entire home/apt,70,2,1,2018-04-29,0.07,1,0
23251335,2-Zimmer Wohnung mit Balkon in Charlottenburg,95950777,Rebecca,Charlottenburg-Wilm.,Mierendorffplatz,52.52537,13.30143,Entire home/apt,45,2,9,2019-02-09,0.53,1,0
23251860,Room available in Berlin Neukölln,48188408,Leon,Neukölln,Rixdorf,52.47851,13.44802,Private room,17,7,0,,,1,0
23252599,Two rooms to yourself in Berlin Neukölln,7318498,Kaja,Neukölln,Schillerpromenade,52.47425,13.42688,Private room,39,7,1,2018-02-24,0.06,1,0
23253254,Coasy Appartment,173067258,Anusch,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50229,13.42009,Private room,40,2,31,2019-07-10,2.15,2,79
23259358,Lovely apartment in Charlottenburg,35637358,Leonard,Charlottenburg-Wilm.,Schloß Charlottenburg,52.51961,13.28762,Private room,50,2,2,2018-02-24,0.12,1,0
23259976,"Luxus Loft ""Unique Room"" in Schöneberg",75368062,Daniela,Tempelhof - Schöneberg,Schöneberg-Süd,52.49243,13.34445,Entire home/apt,249,2,44,2019-06-28,3.01,1,312
23259996,"Cozy, berlin-style room, in Mitte/Wedding",43156362,Joana,Mitte,Wedding Zentrum,52.54129,13.35624,Private room,25,1,5,2018-06-11,0.30,1,0
23261111,Altbau Home in the Heart of Kreuzberg,8179399,Isabel,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50049,13.41839,Private room,27,2,0,,,1,0
23261444,Cosy and quiet apartment in Prenzlauer Berg,45528609,Viola,Pankow,Prenzlauer Berg Süd,52.53811,13.42661,Entire home/apt,65,1,8,2018-07-29,0.49,1,0
23262836,"Flat in Rixdorf, the ♡ of Neukolln",97161409,Melissa,Neukölln,Rixdorf,52.47374,13.4438,Private room,30,5,2,2018-07-03,0.13,1,0
23263156,Classic Neukölln - Private Rixdorf Room,53194897,Keivon,Neukölln,Rixdorf,52.47337,13.44238,Private room,17,3,7,2018-06-30,0.41,1,0
23263181,Berlin zentral/hell/ruhig - central/bright/calm,99407662,Dirk,Charlottenburg-Wilm.,Volkspark Wilmersdorf,52.48053,13.32062,Private room,75,2,38,2019-07-04,3.58,1,0
23263410,Lovely room in Berlin: Neukölln!!,8826144,Vanessa,Neukölln,Neuköllner Mitte/Zentrum,52.47437,13.44022,Private room,29,7,12,2019-04-24,0.71,1,0
